Immune cells	Malignant cells	Others
TRIM68	0.06142	0.08364	0.07014
TRIM69	0.01264	0.04371	0.01252
TRIM7	0.00455	0.01236	0.00144
TRIM71	0.00026	0.00744	0
TRIM72	0.00899	0.01094	0.00621
TRIM73	0.00636	0.01287	0.00458
TRIM74	0.00636	0.01287	0.00458
TRIM77	0.00034	0.00051	0.00198
TRIM8	0.10647	0.08295	0.14329
TRIM9	0.0098	0.89656	0.40781
TRIO	0.04737	0.26144	0.02044
TRIOBP	0.07929	0.10933	0.04513
TRIP10	0.03765	0.07921	0.00682
TRIP11	0.0916	0.13114	0.1223
TRIP12	0.15454	0.1988	0.19087
TRIP13	0.05343	0.16797	0.03535
TRIP4	0.15589	0.16616	0.1346
TRIP6	0.0516	0.15615	0.03605
TRIQK	0.09305	0.11405	0.21911
TRIT1	0.07168	0.15937	0.07984
TRMT1	0.194	0.29288	0.14125
TRMT10A	0.01888	0.04031	0.01756
TRMT10B	0.09503	0.17385	0.13135
TRMT10C	0.1317	0.31965	0.11961
TRMT11	0.08434	0.23275	0.1478
TRMT112	0.70471	0.96796	0.82615
TRMT12	0.04991	0.10455	0.05221
TRMT13	0.08616	0.15677	0.12444
TRMT1L	0.05987	0.07847	0.13111
TRMT2A	0.1496	0.21973	0.2016
TRMT2B	0.09287	0.10702	0.07669
TRMT44	0.01589	0.02743	0.01482
TRMT5	0.02662	0.11462	0.05042
TRMT6	0.0543	0.16757	0.08895
TRMT61A	0.05676	0.14018	0.16648
TRMT61B	0.10432	0.30654	0.1749
TRMU	0.07152	0.2076	0.20104
TRNAU1AP	0.17791	0.22573	0.16114
TRNP1	0.00233	0.0078	0.00207
TRNT1	0.09461	0.16778	0.25024
TRO	0.04053	0.42218	0.23177
TROAP	0.01311	0.10288	0.00218
TROVE2	0.27976	0.8537	0.61965
TRPA1	0.00018	0.00049	4e-05
TRPC1	0.00448	0.04467	0.02279
TRPC2	0.02065	5e-05	0
TRPC3	0.00178	0.00375	0.00469
TRPC4	2e-04	0.05568	0
TRPC4AP	0.32202	0.51427	0.70676
TRPC5	0.00362	0.0029	0.00671
TRPC5OS	0.00331	0.00051	0
TRPC6	0.00505	0.00129	7e-05
TRPC7	7e-05	0.00033	0
TRPM1	0.0019	0.00349	0.00971
TRPM2	0.25466	0.00039	0
TRPM3	0.0117	0.10683	0.00604
TRPM4	0.03698	0.02731	0.00122
TRPM5	0.00181	0.00208	0.00057
TRPM6	0.00418	0.00505	0.07081
TRPM7	0.13894	0.1527	0.11907
TRPM8	0.00605	0.03191	0.01219
TRPS1	0.10177	0.1337	0.08379
TRPT1	0.2329	0.43652	0.30495
TRPV1	0.05836	0.08208	0.05122
TRPV2	0.28037	0.00215	0
TRPV3	0.00046	0.00777	0.03958
TRPV4	0.01456	0.0045	0.00127
TRPV5	6e-05	0.00051	0.01888
TRPV6	0.0017	0.00082	0.026
TRRAP	0.03877	0.12311	0.05564
TRUB1	0.05395	0.11226	0.11117
TRUB2	0.11496	0.36484	0.40961
TSACC	0.00678	0.01352	0.01417
TSC1	0.08802	0.16272	0.17414
TSC2	0.1052	0.25925	0.20757
TSC22D1	0.09998	1.58836	0.84396
TSC22D2	0.45062	0.25583	0.12663
TSC22D3	1.60718	0.50764	0.75748
TSC22D4	0.03716	0.31873	0.8878
TSEN15	0.16287	0.4939	0.81442
TSEN2	0.05639	0.19547	0.08844
TSEN34	0.06654	0.22646	0.06457
TSEN54	0.13527	0.1782	0.17234
TSFM	0.09361	0.44875	0.16181
TSG101	0.47372	0.76045	0.70432
TSGA10	0.01191	0.01506	0.05468
TSGA10IP	0.00058	0.00048	0
TSGA13	5e-05	0.00107	0
TSHB	0	0.00079	0
TSHR	0.01469	0.01442	0.00428
TSHZ1	0.02243	0.08266	0.02219
TSHZ2	0.00439	0.03928	0.00237
TSHZ3	0.0092	0.0384	0.00232
TSIX	0.02231	0.03581	0.03895
TSKS	0.00179	4e-04	0
TSKU	0.00669	0.15573	0.00475
TSLP	0	0.00922	0.00014
TSN	0.22874	0.61253	0.45701
TSNARE1	0.03627	0.04438	0.07222
TSNAX	0.45231	0.43447	0.28768
TSNAX-DISC1	0.00208	0.00631	0.01389
TSNAXIP1	0.00413	0.03579	0.0228
TSPAN1	0.00026	0.0051	0.02444
TSPAN10	4e-04	0.00104	0
TSPAN11	0.00138	0.12059	0
TSPAN12	0.00234	0.36234	0.00449
TSPAN13	0.10646	0.59773	0.01252
TSPAN14	0.54376	0.21243	0.15226
TSPAN15	0.14195	0.04927	0.82008
TSPAN16	0.00063	0.00056	8e-05
TSPAN17	0.04574	0.10657	0.0194
TSPAN18	0.00057	0.0458	0.00023
TSPAN19	0.00027	0.00086	0.01042
TSPAN2	0.00789	0.00955	0.00329
TSPAN3	0.52388	1.55357	0.95065
TSPAN31	0.24165	0.51819	0.40585
TSPAN32	0.04948	0.00035	0
TSPAN33	0.03613	0.01572	0
TSPAN4	0.16691	0.14827	0.01594
TSPAN5	0.02787	0.18512	0.28161
TSPAN6	0.00436	0.59402	0.03119
TSPAN7	0.02971	1.35591	0.56165
TSPAN8	0	0.00531	0.14464
TSPAN9	0.00021	0.01672	0.00187
TSPEAR	3e-05	6e-04	0
TSPO	1.40592	0.61376	0.68932
TSPO2	0.0029	0.00161	0
TSPY26P	0.00039	0.01179	0
TSPYL1	0.49132	0.59881	0.41113
TSPYL2	0.16557	0.22193	0.1636
TSPYL4	0.06365	0.41743	0.30972
TSPYL5	0.0256	0.01399	0.04713
TSPYL6	0.00067	0.00571	0.00498
TSR1	0.07544	0.26605	0.09149
TSR2	0.21344	0.39075	0.41668
TSR3	0.02926	0.06711	0.04795
EIPR1	0.11825	0.28192	0.209
TSSC4	0.15269	0.35362	0.27323
TSSK1B	2e-05	0.0024	0
TSSK2	0.00026	0.00282	0
TSSK3	0.03267	0.04207	0.01
TSSK4	0.01165	0.01669	0.01359
TSSK6	0.00834	0.01401	0
TST	0.0743	0.08458	0.18591
TSTA3	0.17803	0.30452	0.13527
TSTD1	0.17541	0.20198	0.01313
TSTD2	0.06442	0.17091	0.08549
TSTD3	0.06549	0.10129	0.08119
TTBK1	0.00021	0.01112	0.00525
TTBK2	0.0246	0.0308	0.03803
TTC1	0.30239	0.48919	0.81327
TTC12	0.02293	0.02313	0.06539
TTC13	0.08097	0.14496	0.10156
TTC14	0.2164	0.29854	0.2248
TTC16	0.00382	0.00212	0
TTC17	0.29241	0.33096	0.19405
CFAP70	0.00316	0.01609	0.01446
TTC19	0.2345	0.32008	0.16214
TTC21A	0.01912	0.03672	0.016
TTC21B	0.06142	0.16583	0.09437
TTC22	0.00039	0.00049	0
TTC23	0.0306	0.08991	0.02556
TTC23L	2e-05	0.00526	0.00413
TTC24	0.00413	0.00489	0
TTC25	0.00262	0.03617	0.00701
TTC26	0.00617	0.10417	0.01165
TTC27	0.09302	0.15751	0.10083
TTC28	0.02757	0.1069	0.05032
TTC28-AS1	0.04282	0.15398	0.05673
TTC29	0.00017	0.00162	0
TTC3	0.25055	0.80035	0.34006
TTC30A	0.00228	0.05876	0.04178
TTC30B	0.01094	0.05335	0.04601
TTC31	0.14498	0.1445	0.15039
TTC32	0.07628	0.20028	0.17288
TTC33	0.04316	0.08676	0.07692
TTC34	0.00011	0.00021	0
TTC36	0.00132	0.00475	0.00261
TTC37	0.12079	0.24284	0.26515
TTC38	0.13615	0.11025	0.03149
TTC39A	0.00473	0.0117	5e-04
TTC39B	0.03324	0.02693	0.00979
TTC39C	0.0861	0.13822	0.02745
TTC3P1	0.00547	0.12494	0.03221
TTC4	0.08107	0.19753	0.15636
CFAP46	0.00017	0.00496	0.00218
TTC5	0.0865	0.17342	0.1149
TTC7A	0.17999	0.03347	0.09934
TTC7B	0.02108	0.03545	0.05046
TTC8	0.04489	0.17691	0.08415
TTC9	0.00111	0.01116	0
TTC9B	2e-04	0.04573	0.0064
TTC9C	0.12014	0.19685	0.17587
TTF1	0.0836	0.13613	0.10921
TTF2	0.07906	0.07027	0.07889
TTI1	0.08133	0.2136	0.12603
TTI2	0.05802	0.14726	0.12736
TTK	0.0085	0.07461	0.00095
TTL	0.05228	0.13659	0.14066
TTLL1	0.03899	0.1552	0.11843
TTLL10	0.00062	0.00045	0
TTLL11	0.00426	0.00806	0.04065
TTLL12	0.01893	0.06091	0.02111
TTLL13P	0.00073	0.00284	0.00663
TTLL2	0	0.0039	0
TTLL3	0.16756	0.11424	0.06708
TTLL4	0.06878	0.16113	0.16838
TTLL5	0.06334	0.1427	0.23299
TTLL6	4e-05	0.00252	0
TTLL7	5e-04	0.06562	0.63423
TTLL9	0.00301	0.01073	0.03842
TTN	0.01727	0.01168	0.00439
TTN-AS1	0.09308	0.07853	0.0487
TTPA	0.00064	0.01004	0.00032
TTPAL	0.07412	0.13092	0.08479
TTR	0	9e-04	0
TTTY1	0	0.00054	0
TTTY10	0.00894	0.00808	0.00591
TTTY14	0.00642	0.01798	0.0085
TTTY15	0.07772	0.11098	0.0625
TTTY2	1e-04	0.00066	0
TTTY2B	1e-04	0.00066	0
TTTY4	0.00019	2e-05	0
TTTY4B	0.00019	2e-05	0
TTTY4C	0.00019	2e-05	0
TTTY9B	0	0.00026	0
TTYH1	0.00528	0.55261	0.9105
TTYH2	0.14255	0.12584	1.65226
TTYH3	0.2282	0.32151	0.04906
TUB	0.00071	0.10065	0.01061
TUBA1A	0.86293	4.14267	4.27173
TUBA1B	2.20541	2.83688	2.15653
TUBA1C	0.46227	0.53424	0.08573
TUBA3C	0	0.00049	0
TUBA3D	0.00247	0.00554	8e-04
TUBA3E	5e-05	0.0021	5e-05
TUBA3FP	0.04197	0.09211	0.06156
TUBA4A	0.13002	0.02945	0.03382
TUBA4B	0.0017	0.00078	0.00053
TUBA8	0.00582	0.02719	0.00957
TUBB	1.16767	2.31845	0.94511
TUBB1	0.01969	0.0319	0.0101
TUBB2A	0.18941	1.57994	0.55112
TUBB2B	0.03118	2.68142	0.79374
AC092143.1	0.01644	1.3513	0.10885
TUBB4A	0.00271	0.25875	2.85856
TUBB4B	0.73309	1.14912	0.74383
TUBB6	0.10453	0.18677	0.03419
TUBB7P	0.00696	0.00162	0.004
TUBBP5	0.01471	0.00091	8e-05
TUBD1	0.08999	0.13768	0.12454
TUBE1	0.05778	0.20733	0.1329
TUBG1	0.09698	0.45384	0.14266
TUBG2	0.05389	0.24676	0.34003
TUBGCP2	0.24336	0.1987	0.21547
TUBGCP3	0.12578	0.21325	0.11307
TUBGCP4	0.08127	0.26922	0.13759
TUBGCP6	0.18187	0.28603	0.20845
TUFM	0.69349	1.11134	0.90381
TUFT1	0.06753	0.09838	0.03496
TUG1	0.14587	0.26504	0.13206
TULP1	0	0.00106	0
TULP2	0.02517	0.0067	0.00272
TULP3	0.02459	0.21574	0.15874
TULP4	0.12876	0.27606	0.7537
TUSC1	0.00825	0.02698	0.05173
TUSC2	0.09994	0.20365	0.17983
TUSC3	0.00305	0.07252	0.00353
TRARG1	0.00074	0.00051	0
TUT1	0.0831	0.15187	0.10969
TVP23A	0.03623	0.07974	0.0116
TVP23B	0.25898	0.44585	0.29446
TVP23C	0.09832	0.1289	0.16251
TVP23C-CDRT4	0.01078	0.01726	0.03431
TWF1	0.32354	0.78245	0.69271
TWF2	0.65172	0.3228	0.09162
TWIST1	0.00015	0.01855	0.00146
TWIST2	3e-05	0.00377	0
TWISTNB	0.08987	0.18214	0.14267
TWSG1	0.13317	0.2504	0.26615
TXK	0.01706	0.00057	0
TXLNA	0.25205	0.54477	0.47061
TXLNB	0.0077	0.01761	0
TXLNG	0.04781	0.17356	0.11669
TXLNGY	0.11509	0.06409	0.09389
TXN	0.30284	0.69051	0.68558
TXN2	0.42343	0.75311	0.59135
TXNDC11	0.0971	0.05199	0.02481
TXNDC12	0.44846	0.41954	0.23094
TXNDC15	0.18507	0.35078	0.31428
TXNDC16	0.04658	0.10252	0.12248
TXNDC17	0.13999	0.38505	0.2119
TXNDC2	0.00163	0.00494	0.00074
TXNDC5	0.03284	0.08401	0.03804
TXNDC9	0.17762	0.33584	0.35696
TXNIP	1.42098	0.75849	0.24913
TXNL1	0.41238	0.90725	0.45652
TXNL4A	0.10567	0.29812	0.23053
TXNL4B	0.06777	0.2397	0.21925
TXNRD1	0.21211	0.41226	0.216
TXNRD2	0.04291	0.09368	0.06576
TXNRD3	0.00679	0.02394	0.01497
TYK2	0.27181	0.23786	0.1714
TYMP	0.37913	0.00355	0.00027
TYMS	0.06557	0.51523	0.45283
TYR	5e-05	0.00127	0.00101
TYRO3	0.00481	0.14792	0.64861
TYRO3P	0.01144	0.00939	0.00562
TYROBP	2.73359	0.0045	0
TYRP1	6e-05	0.00061	0.00316
TYSND1	0.03618	0.04329	0.03416
TYW1	0.11605	0.25225	0.13332
TYW3	0.0724	0.0928	0.1155
TYW5	0.07425	0.13869	0.12198
U2AF1	0.558	0.99209	0.66462
U2AF1L4	0.18929	0.23322	0.18749
U2AF2	0.02455	0.03908	0.02253
U2SURP	0.15288	0.32857	0.27932
UACA	0.0401	0.06461	0.0647
UAP1	0.11089	0.21092	0.05518
UAP1L1	0.04138	0.03518	0.08635
UBA1	0.48399	1.04644	0.86292
UBA2	0.11442	0.308	0.21358
UBA3	0.36643	0.63564	0.87296
UBA5	0.11566	0.30302	0.23756
UBA52	0.86076	0.78595	0.40205
UBA6	0.13333	0.20466	0.20904
UBA7	0.51203	0.06274	0.05692
UBAC1	0.1385	0.10948	0.06228
UBAC2	0.3651	0.34423	0.16242
UBAC2-AS1	0.00702	0.02139	0.00758
UBALD1	0.00388	0.01149	0.00934
UBALD2	0.01882	0.04502	0.02905
UBAP1	0.27409	0.30841	0.30645
UBAP1L	0.00776	0.01425	0.02586
UBAP2	0.05542	0.12556	0.05193
UBAP2L	0.37029	0.66738	0.33715
UBASH3A	0.0304	1e-04	0
UBASH3B	0.08244	0.03453	0.00343
UBB	2.20557	2.97467	3.67948
UBC	3.33385	2.96024	3.07259
UBD	6e-05	0.01235	0
UBE2A	0.42946	0.5957	0.48791
UBE2B	0.38381	0.47626	0.49537
UBE2C	0.04065	0.2763	0.01387
UBE2D1	0.24657	0.24065	0.20951
UBE2D2	0.28751	0.51902	0.52073
UBE2D3	1.36964	1.25663	1.05807
UBE2D4	0.10998	0.35528	0.21234
UBE2E1	0.06875	0.162	0.12026
UBE2E2	0.2674	0.29128	0.42316
UBE2E3	0.18325	0.80898	0.49787
UBE2F	0.32666	0.34379	0.44947
UBE2F-SCLY	0.00153	0.00635	0.0096
UBE2G1	0.17884	0.31665	0.37989
UBE2G2	0.36139	0.51091	0.30217
UBE2H	0.08701	0.26438	0.16847
UBE2I	0.28695	0.58032	0.26779
UBE2J1	0.1618	0.21575	0.24193
UBE2J2	0.1054	0.20815	0.1633
UBE2K	0.18318	0.26212	0.183
UBE2L3	0.34008	0.50592	0.57658
UBE2L6	0.63973	0.721	0.52143
UBE2M	0.01252	0.03821	0.02011
UBE2MP1	0	0.00046	0.0012
UBE2N	0.43053	0.83191	0.53662
UBE2O	0.02171	0.08235	0.04313
UBE2Q1	0.03833	0.06074	0.04576
UBE2Q2	0.07658	0.13321	0.0844
UBE2Q2P1	0.09865	0.11934	0.05344
UBE2Q2P2	0.03997	0.12584	0.03575
UBE2QL1	0.00016	0.0108	0
UBE2R2	0.09911	0.11144	0.14171
UBE2S	0.0219	0.08963	0.02891
UBE2T	0.03003	0.35223	0.02417
UBE2V1	0.18503	0.26881	0.06612
UBE2V2	0.42024	1.05841	0.66859
UBE2W	0.33774	0.26197	0.13186
UBE2Z	0.10964	0.13223	0.31222
UBE3A	0.1307	0.31653	0.15207
UBE3B	0.16289	0.26942	0.23965
UBE3C	0.05779	0.11939	0.05308
UBE3D	0.0305	0.07358	0.05265
UBE4A	0.29441	0.35977	0.46068
UBE4B	0.07391	0.14839	0.28072
UBFD1	0.02376	0.13322	0.05158
UBIAD1	0.09606	0.19979	0.20261
UBL3	0.35367	0.266	0.53312
UBL4A	0.09228	0.23207	0.1704
UBL4B	7e-05	0.00234	0
UBL5	0.6295	1.10068	0.94081
UBL7	0.28152	0.43124	0.6175
UBLCP1	0.17884	0.31973	0.32723
UBN1	0.04739	0.06429	0.02149
UBN2	0.03702	0.10719	0.0574
UBOX5	0.04299	0.12311	0.09106
UBOX5-AS1	0.0054	0.0077	0.00445
UBP1	0.04737	0.06935	0.02475
UBQLN1	0.21197	0.34834	0.42996
UBQLN2	0.24397	0.53834	0.59648
UBQLN3	1e-05	0.00066	0.00205
UBQLN4	0.02393	0.09558	0.04406
UBQLNL	0.0045	0.00329	0
UBR1	0.12214	0.1789	0.18892
UBR2	0.23217	0.29745	0.34363
UBR3	0.04803	0.09522	0.11196
UBR4	0.11078	0.15965	0.09097
UBR5	0.07682	0.10732	0.06297
UBR7	0.11777	0.34792	0.29416
UBTD1	0.02259	0.02664	0.08213
UBTD2	0.01396	0.08537	0.05898
UBTF	0.06835	0.18798	0.07194
UBTFL1	0.00113	0.00109	0
UBXN1	0.82212	0.81884	0.89115
UBXN10	0.00297	0.0038	0
UBXN11	0.20922	0.15506	0.03925
UBXN2A	0.06474	0.22761	0.18599
UBXN2B	0.33931	0.37737	0.16598
UBXN4	0.41534	0.66342	0.6773
UBXN6	0.06685	0.10454	0.10102
UBXN7	0.10406	0.26062	0.13441
UBXN8	0.0969	0.24278	0.16336
UCA1	0.00338	0.00559	0.00439
UCHL1	0.01132	1.35036	1.23581
UCHL3	0.27357	0.38074	0.26386
UCHL5	0.19669	0.32634	0.25281
UCK1	0.06647	0.26966	0.13802
UCK2	0.03482	0.12054	0.03553
UCKL1	0.14547	0.35127	0.33225
UCN	0.00635	0.03641	0.0365
UCN2	0.00368	0.00452	0
UCP1	0.00075	0.00108	0.00069
UCP2	1.16078	0.22575	0.03275
UCP3	0.00442	0.00822	0.00127
UEVLD	0.09029	0.14763	0.18292
UFC1	0.56941	0.79371	0.49437
UFD1	0.19113	0.34531	0.48177
UFL1	0.17428	0.20963	0.37778
UFM1	0.45657	0.65541	0.68277
UFSP1	0.00837	0.02495	0.0034
UFSP2	0.13274	0.34386	0.34014
UGCG	0.13885	0.11064	0.02544
UGDH	0.09964	0.49281	0.09803
UGDH-AS1	1.89557	2.38949	2.10133
UGGT1	0.1358	0.19331	0.13884
UGGT2	0.04522	0.16695	0.10712
UGP2	0.45166	0.57578	0.16615
UGT2A1	0.00011	0.00016	0
UGT2A2	0	0.00039	0
UGT2A3	0.00084	4e-04	0
UGT2B10	0.00052	0.00076	0
UGT2B11	0	0.00029	0
UGT2B15	0.01813	0.02488	0.01936
UGT2B28	0	2e-04	0
UGT2B4	4e-05	8e-05	0
UGT2B7	0.00032	0.00048	0
UGT3A1	0.00039	0.00044	0
UGT3A2	0.00011	0.00031	0.00249
UGT8	0.24723	0.51783	2.32498
UHMK1	0.13101	0.13683	0.10669
UHRF1BP1	0.0661	0.08436	0.03231
UHRF1BP1L	0.16532	0.2028	0.16596
UHRF2	0.06522	0.08844	0.1197
UIMC1	0.07943	0.1823	0.0887
ULBP1	0.0054	0.05309	0.00492
ULBP2	0.02469	0.05061	0
ULBP3	0.00198	0.03158	0
ULK1	0.0324	0.07997	0.02331
ULK2	0.04074	0.06533	0.10553
ULK3	0.22034	0.28976	0.14956
ULK4	0.06083	0.08525	0.03848
ULK4P1	0.05656	0.01343	0
ULK4P2	0.05656	0.01344	0
ULK4P3	0.06095	0.01151	0.00051
UMODL1	8e-05	0.00207	0
UMPS	0.03666	0.11493	0.06905
UNC119	0.16812	0.16091	0.01463
UNC119B	0.00778	0.09469	0.02655
UNC13A	0.00139	0.05301	0.00111
UNC13B	0.01976	0.08043	0.05956
UNC13C	8e-04	0.00546	0.00439
UNC13D	0.13143	0.01447	0.00493
UNC45A	0.13197	0.23164	0.07115
UNC45B	0.00036	0.00029	9e-05
UNC50	0.34273	0.66339	0.62736
UNC5A	0.00208	0.01145	0
UNC5B	0.08629	0.02331	0.27045
UNC5B-AS1	0.00069	0.00102	0.00303
UNC5C	0.00287	0.03089	0.40032
UNC5CL	0.00789	0.01255	0.01293
UNC5D	7e-05	0.00677	0.00015
UNC79	0.00146	0.04941	0.03219
UNC80	0.00046	0.11135	0.00169
UNC93B1	0.16192	0.01603	0.00178
UNG	0.08373	0.35953	0.02782
UNK	0.08088	0.26245	0.12002
UNKL	0.06998	0.08831	0.05743
UOX	8e-05	0.00642	6e-05
UPB1	0.00163	0.00354	0.00272
UPF1	0.05002	0.07154	0.05095
UPF2	0.07245	0.06078	0.06102
UPF3A	0.10334	0.46116	0.27049
UPF3B	0.13819	0.2511	0.17045
UPK1A	5e-05	0.00233	0
UPK1A-AS1	0.00057	0.00304	0.00207
UPK1B	0.03222	0.02804	0.01816
UPK2	0	0.00609	0
UPK3A	0.01655	0.00096	0
UPK3B	0.02247	0.04646	0.02233
UPK3BL1	0.30735	0.68322	0.3413
UPP1	0.29998	0.1593	0.03514
UPP2	0.00011	0.00299	0.00025
UPRT	0.07763	0.10596	0.05968
UQCR10	0.44898	0.70172	0.45957
UQCR11	0.44878	0.77649	0.62446
UQCRB	0.28766	0.34365	0.20756
UQCRBP1	0.02157	0.02827	0.02435
UQCRC1	0.82142	1.38	1.04593
UQCRC2	0.67688	0.78798	0.65677
UQCRFS1	0.71062	1.19071	0.77977
UQCRH	0.98539	1.557	0.96476
UQCRQ	0.19902	0.46081	0.32315
URB1	0.0199	0.09031	0.09868
URB2	0.02898	0.1	0.04644
URGCP	0.06797	0.20416	0.10878
URGCP-MRPS24	0.00182	0.01758	0.00204
URI1	0.03256	0.09246	0.0674
URM1	0.08497	0.19606	0.2331
UROC1	0	0.00045	0
UROD	0.34549	0.4587	0.48479
UROS	0.19689	0.29844	0.4991
USB1	0.23349	0.27671	0.12257
USE1	0.1867	0.41099	0.20349
USF1	0.28722	0.38443	0.2519
USF2	0.18206	0.14549	0.18218
USH1C	0	0.00123	0.08284
USH1G	2e-05	0.00055	0
USH2A	0.00046	0.00224	0
USHBP1	0.00023	0.00066	0
ATP5MD	0.5352	0.66213	0.64285
USO1	0.23776	0.32366	0.29599
USP1	0.10276	0.36771	0.19092
USP10	0.33748	0.60309	0.35576
USP11	0.30309	0.95153	0.51583
USP12	0.03907	0.03893	0.0395
USP13	0.01619	0.06421	0.09486
USP14	0.20482	0.34241	0.3229
USP15	0.39548	0.22137	0.09721
USP16	0.22109	0.34347	0.38641
USP17L10	3e-05	0.00059	0
USP17L15	1e-04	0.00046	0.00037
USP17L1	0	0.00178	0.00157
USP17L2	5e-05	0.00345	7e-05
USP17L20	0	4e-05	7e-05
USP17L22	0	3e-05	7e-05
USP17L3	0.00014	0.00055	0.00034
USP17L4	0.00014	0.00143	0.0021
USP17L6P	0.00015	0.00021	0
USP17L7	1e-04	0.0046	0
USP17L8	5e-05	0.00057	0.00043
USP18	0.05311	0.09034	0.04954
USP19	0.06142	0.13555	0.09995
USP2	0.035	0.09054	0.09885
USP20	0.08171	0.14124	0.12557
USP21	0.03981	0.15401	0.11577
USP22	0.13518	0.50003	0.2646
USP24	0.07212	0.10714	0.06736
USP25	0.0399	0.03058	0.02143
USP28	0.05488	0.09451	0.05759
USP29	0.00063	0.00125	0.00061
USP3	0.26342	0.29464	0.06901
USP30	0.05506	0.15225	0.22544
USP30-AS1	0.01289	0.00669	0.01415
USP31	0.01048	0.05504	0.22447
USP32	0.06783	0.09211	0.2185
USP32P1	0.05988	0.10517	0.12012
USP32P2	0.03605	0.08865	0.08978
USP33	0.3501	0.54877	0.51727
USP34	0.09454	0.15823	0.15905
USP35	0.0108	0.01452	0.00369
USP36	0.22921	0.11611	0.07705
USP37	0.0553	0.10336	0.08408
USP38	0.13909	0.21148	0.18851
USP39	0.25712	0.47768	0.24205
USP4	0.42088	0.41765	0.25732
USP40	0.07378	0.11963	0.16161
USP42	0.08251	0.20967	0.07833
USP43	0.00165	0.0204	0
USP44	0.00538	0.01139	0.00416
USP45	0.02767	0.05325	0.03361
USP46	0.03107	0.13003	0.05184
USP47	0.10525	0.28716	0.30966
USP48	0.15291	0.29951	0.30951
USP49	0.01954	0.04782	0.02219
USP5	0.15	0.42804	0.3612
USP50	0.00139	0.00114	0.00033
USP51	0.01254	0.01156	0.00787
USP53	0.21289	0.03676	0.01702
USP54	0.04544	0.19632	0.82751
USP6	0.01985	0.01628	0.00785
USP6NL	0.05236	0.04338	0.01533
USP7	0.07539	0.13292	0.06854
USP8	0.22359	0.23509	0.22936
USP9X	0.3209	0.40429	0.3028
USP9Y	0.07597	0.05511	0.03816
USPL1	0.17181	0.23408	0.15529
UST	0.01192	0.06334	0.00199
UTP11	0.23303	0.4359	0.23236
UTP14A	0.07778	0.11598	0.03606
UTP14C	0.03896	0.09642	0.07299
UTP15	0.04159	0.14911	0.0693
UTP18	0.33112	0.46151	0.17706
UTP20	0.02336	0.08059	0.0644
UTP23	0.0957	0.20258	0.15971
UTP3	0.07578	0.12156	0.09952
UTP6	0.31553	0.39354	0.2124
UTRN	0.16035	0.06	0.00077
UTS2	0.00601	0.00032	0
UTY	0.02778	0.01373	0.02211
UVRAG	0.11948	0.09552	0.1937
UVSSA	0.06175	0.05598	0.03426
UXS1	0.14589	0.20641	0.16775
UXT	0.5347	0.59611	0.50009
VAC14	0.05402	0.08423	0.06956
VAMP1	0.13074	0.13038	0.30381
VAMP2	0.16425	0.36019	0.79122
VAMP3	0.74005	0.40609	1.46928
VAMP4	0.07583	0.14609	0.13546
VAMP5	0.19451	0.15464	0.07736
VAMP7	0.30944	0.271	0.37103
VAMP8	1.0307	0.00683	0.02381
VANGL1	0.00636	0.02152	0.00034
VANGL2	0.00048	0.15514	0.03508
VAPA	0.47053	0.65744	1.0094
VAPB	0.04731	0.13945	0.10546
VARS	0.05113	0.10961	0.01613
VARS2	0.02008	0.08177	0.04819
VASH1	0.3416	0.1347	0.0683
VASH2	0.00189	0.02204	0.00712
VASN	0.00278	0.01618	0.00551
VASP	0.05126	0.01053	0.00661
VAT1	0.25428	0.50565	0.55007
VAT1L	0	0.06488	0.01513
VAV1	0.23672	0.00026	0.00547
VAV2	0.01886	0.09675	0.01027
VAV3	0.02966	0.04117	0
VAV3-AS1	0.00215	0.00184	0
VAX1	0	0.00771	0.00979
VAX2	1e-04	0.06127	0
VBP1	0.29224	1.00795	1.04235
VCAM1	0.00365	0.04205	0
VCAN	0.21988	0.70564	0.01419
VCL	0.12394	0.15825	0.02412
VCP	0.56205	0.85007	0.75978
VCPIP1	0.11663	0.10331	0.12503
VCX	0.00357	0.00043	0.00119
VCX3A	0.00094	0.00066	0.00086
VCX3B	0.00139	0.00038	0
VDAC1	0.7671	1.14919	0.76526
VDAC2	0.97544	1.25018	1.20899
VDAC3	0.42597	0.9103	0.60289
VDR	0.04091	0.00442	0.0013
VEGFA	0.00035	0.00432	2e-04
VEGFB	0.05472	0.06795	0.04768
VEGFC	0	0.00185	0
VENTX	0.0627	0.02244	0.0139
VENTXP1	0.00014	0.00039	0.00041
VENTXP7	0.00063	0.00214	0
VEPH1	0.00288	0.01438	0
VEZF1	0.1633	0.56615	0.53795
VEZT	0.12081	0.28935	0.16488
VGF	1e-04	0.01841	0.00634
VGLL2	0	0.00398	0
VGLL3	0.00108	0.00224	0.00088
VGLL4	0.11291	0.38767	0.14269
VHL	0.13254	0.16107	0.10142
VHLL	0.00223	0.00359	0.00675
VIL1	0.00097	0.00067	0
VILL	0.03944	0.04049	0.00055
VIM	2.0873	2.32433	0.14423
SELENOS	0.36801	0.57305	0.59691
VIP	0.00056	0.00434	0
VIPAS39	0.11038	0.15248	0.09316
VIPR1	0.0137	0.00045	3e-05
VIPR2	0.00765	0.1283	0.009
VIT	0.00025	0.00757	0
VKORC1	0.50799	0.59969	0.66013
